epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,609.163,0.74704,1.30286,1.35392,0.59872,0,0.00314,0.02426,0.00691,0.00137,0.00243,0.0143,0.0085,0.0026,0.78174,1.22372,578.768,0.64781,0,0.000333286,0.000333286,0.0670047
