epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
25,2187.19,1.10631,1.75708,0.87881,1.18011,0,0.66951,0.51646,0.57076,0.32431,0.64543,0.5009,0.53251,0.2932,0.8483,1.37622,3.92309,0.84293,0,0.000865839,0.000865839,0.000865839
26,2274.56,1.08252,1.75319,0.85314,1.17114,0,0.73865,0.48207,0.57185,0.32656,0.66394,0.48227,0.54979,0.29889,0.81453,1.26105,3.91299,0.80534,0,0.000855018,0.000855018,0.000855018
27,2361.69,1.06654,1.72549,0.85256,1.15544,0,0.67252,0.57053,0.58201,0.32224,0.669,0.5648,0.56457,0.29489,0.81802,1.39935,4.87554,0.82045,0,0.000843851,0.000843851,0.000843851
28,2448.48,1.04561,1.6951,0.81004,1.13707,0,0.71539,0.54858,0.58151,0.33146,0.72549,0.54387,0.57109,0.30597,0.80133,1.29104,3.21655,0.80963,0,0.000832349,0.000832349,0.000832349
29,2534.92,1.03808,1.66272,0.78882,1.12764,0,0.6519,0.60292,0.61091,0.35155,0.62859,0.58631,0.58808,0.32495,0.83583,1.18414,2.82388,0.83049,0,0.000820525,0.000820525,0.000820525
30,2622.03,1.0175,1.64257,0.78195,1.12181,0,0.64677,0.56119,0.59575,0.3614,0.64353,0.55083,0.56876,0.31639,0.81753,1.41539,2.52102,0.82373,0,0.000808389,0.000808389,0.000808389
31,2708.82,0.99621,1.60219,0.7542,1.11007,0,0.6966,0.57132,0.60546,0.34533,0.69562,0.56644,0.58337,0.32401,0.81171,1.26338,2.29278,0.80787,0,0.000795954,0.000795954,0.000795954
32,2795.65,0.97395,1.59589,0.73317,1.09307,0,0.68908,0.55603,0.55857,0.31953,0.67171,0.54384,0.52927,0.29841,0.8237,1.35212,4.95586,0.82747,0,0.000783231,0.000783231,0.000783231
33,2882.41,0.95214,1.58441,0.70933,1.07969,0,0.75041,0.56765,0.62373,0.37704,0.71716,0.58934,0.60695,0.34048,0.81271,1.31664,2.6445,0.82144,0,0.000770234,0.000770234,0.000770234
34,2969.19,0.93578,1.54441,0.6971,1.08355,0,0.67782,0.54802,0.56255,0.32363,0.68959,0.53334,0.53418,0.30149,0.81565,1.28017,4.18858,0.83294,0,0.000756976,0.000756976,0.000756976
35,3055.92,0.93421,1.52049,0.69881,1.07146,0,0.73135,0.51966,0.59571,0.34399,0.62983,0.53896,0.56128,0.31866,0.83226,1.31852,2.67969,0.86085,0,0.000743468,0.000743468,0.000743468
36,3142.87,0.92781,1.51847,0.69682,1.06795,0,0.62741,0.6074,0.59882,0.34876,0.57844,0.56792,0.54731,0.31564,0.81231,1.47467,3.48499,0.84516,0,0.000729725,0.000729725,0.000729725
37,3229.43,0.89976,1.49249,0.66626,1.0478,0,0.61145,0.5654,0.58704,0.33541,0.62281,0.52681,0.55504,0.31293,0.81279,1.32042,3.29421,0.83293,0,0.000715761,0.000715761,0.000715761
38,3316.28,0.88483,1.48195,0.65421,1.04235,0,0.75482,0.59341,0.65819,0.3722,0.63163,0.60327,0.60193,0.35048,0.81363,1.30325,2.42774,0.82382,0,0.000701588,0.000701588,0.000701588
39,3403.44,0.8856,1.4652,0.64675,1.04138,0,0.64087,0.64373,0.62089,0.36038,0.70546,0.60597,0.59934,0.33154,0.81435,1.25101,3.58723,0.85243,0,0.000687222,0.000687222,0.000687222
40,3489.48,0.84971,1.42703,0.63452,1.01852,0,0.67688,0.59881,0.58566,0.3366,0.66074,0.60125,0.56424,0.30236,0.82245,1.3457,3.25153,0.83878,0,0.000672675,0.000672675,0.000672675
41,3575.95,0.84781,1.42143,0.61536,1.02018,0,0.6772,0.60283,0.61896,0.36572,0.64952,0.58367,0.59718,0.33369,0.76089,1.37291,2.59264,0.80985,0,0.000657963,0.000657963,0.000657963
42,3662.12,0.82271,1.41196,0.61097,1.00782,0,0.74486,0.56786,0.60079,0.36079,0.6597,0.5785,0.56578,0.32312,0.80176,1.35072,2.92005,0.83658,0,0.000643101,0.000643101,0.000643101
43,3748.75,0.81761,1.39119,0.59916,1.00267,0,0.71413,0.57396,0.61331,0.3662,0.67974,0.54738,0.58837,0.3342,0.79126,1.3685,3.27309,0.81805,0,0.000628101,0.000628101,0.000628101
44,3835.23,0.8,1.36101,0.57838,0.99538,0,0.73771,0.59815,0.63654,0.37503,0.72868,0.58029,0.62685,0.35314,0.81347,1.30151,2.40645,0.85234,0,0.000612981,0.000612981,0.000612981
45,3921.79,0.786,1.35833,0.57596,0.98587,0,0.6466,0.65534,0.62826,0.3732,0.61318,0.60965,0.58761,0.32798,0.78512,1.42044,2.02838,0.81437,0,0.000597754,0.000597754,0.000597754
46,4008.13,0.77116,1.325,0.56146,0.98197,0,0.67702,0.57228,0.59033,0.34453,0.64469,0.53923,0.56733,0.3124,0.79876,1.3441,3.20163,0.83099,0,0.000582435,0.000582435,0.000582435
47,4094.39,0.77152,1.31866,0.56086,0.98051,0,0.63722,0.62248,0.58698,0.35785,0.63037,0.60875,0.56579,0.31423,0.75986,1.34031,2.77293,0.80435,0,0.00056704,0.00056704,0.00056704
48,4180.85,0.75274,1.29431,0.54721,0.97424,0,0.65897,0.65156,0.62448,0.37009,0.62289,0.63622,0.58506,0.33008,0.78189,1.3484,2.64112,0.8332,0,0.000551584,0.000551584,0.000551584
49,4267.21,0.7422,1.29115,0.53291,0.96604,0,0.69585,0.63457,0.6259,0.37628,0.64665,0.61597,0.59531,0.33161,0.80091,1.3867,2.22868,0.84071,0,0.000536081,0.000536081,0.000536081
50,4353.97,0.7394,1.27912,0.53546,0.9673,0,0.67172,0.60737,0.59888,0.36387,0.6582,0.60041,0.59241,0.3298,0.77408,1.35486,3.00245,0.82713,0,0.000520548,0.000520548,0.000520548
51,4440.36,0.7215,1.27496,0.5232,0.95308,0,0.67414,0.60697,0.61485,0.36299,0.65564,0.59399,0.59446,0.3245,0.77722,1.43864,3.45459,0.82868,0,0.000505,0.000505,0.000505
52,4526.55,0.70746,1.23798,0.50686,0.94854,0,0.7151,0.63657,0.64887,0.38467,0.68837,0.62575,0.62944,0.34079,0.79203,1.40376,1.93057,0.84613,0,0.000489452,0.000489452,0.000489452
53,4612.49,0.69531,1.22232,0.50733,0.94021,0,0.67555,0.65722,0.62674,0.36434,0.64173,0.63612,0.5949,0.32318,0.79086,1.41042,2.69291,0.84903,0,0.000473919,0.000473919,0.000473919
54,4698.1,0.6904,1.19432,0.49745,0.94496,0,0.68389,0.61959,0.62787,0.37109,0.69734,0.62659,0.62683,0.33154,0.78259,1.38841,1.99002,0.85813,0,0.000458416,0.000458416,0.000458416
55,4783.92,0.68187,1.19546,0.4876,0.93078,0,0.68378,0.66702,0.63279,0.38335,0.69145,0.62216,0.60761,0.33734,0.77734,1.40725,2.47197,0.83902,0,0.00044296,0.00044296,0.00044296
56,4869.74,0.67963,1.19576,0.49322,0.93302,0,0.73661,0.61686,0.62348,0.36741,0.7136,0.59848,0.59792,0.33062,0.77379,1.39182,2.14401,0.83956,0,0.000427565,0.000427565,0.000427565
57,4959.05,0.66638,1.17356,0.47642,0.93365,0,0.7252,0.63201,0.65649,0.39774,0.76587,0.58258,0.63499,0.35567,0.73919,1.33976,2.01471,0.81964,0,0.000412246,0.000412246,0.000412246
58,5044.96,0.65181,1.15907,0.46969,0.92218,0,0.72496,0.61635,0.64181,0.38449,0.71888,0.61753,0.63198,0.33614,0.76949,1.36515,2.02093,0.83771,0,0.000397019,0.000397019,0.000397019
59,5133.87,0.64039,1.14886,0.45924,0.91486,0,0.67705,0.64068,0.64743,0.38746,0.67688,0.62623,0.6311,0.35035,0.7593,1.32925,1.83599,0.82143,0,0.000381899,0.000381899,0.000381899
60,5221.99,0.62921,1.1359,0.4538,0.91644,0,0.70241,0.62301,0.62054,0.37694,0.7042,0.57872,0.59772,0.33876,0.7621,1.30514,2.18124,0.83472,0,0.000366899,0.000366899,0.000366899
61,5309.89,0.62428,1.12419,0.44385,0.90559,0,0.69343,0.61491,0.61022,0.36791,0.69532,0.60524,0.60349,0.33978,0.75577,1.36566,2.81023,0.83876,0,0.000352037,0.000352037,0.000352037
62,5396.82,0.61579,1.10148,0.44328,0.9118,0,0.66969,0.65717,0.62307,0.37558,0.65191,0.65265,0.61576,0.34239,0.75811,1.39848,1.79223,0.82651,0,0.000337325,0.000337325,0.000337325
63,5484.29,0.60291,1.1178,0.43789,0.90211,0,0.75576,0.59666,0.63689,0.37224,0.71417,0.57441,0.60544,0.33915,0.77291,1.43856,2.07788,0.86831,0,0.000322778,0.000322778,0.000322778
64,5572.59,0.60382,1.09136,0.4353,0.89777,0,0.72423,0.63499,0.63597,0.37944,0.71845,0.6169,0.62373,0.34202,0.76235,1.44299,2.34703,0.83155,0,0.000308412,0.000308412,0.000308412
65,5659.47,0.58388,1.07008,0.42461,0.89596,0,0.74766,0.5988,0.63712,0.39035,0.73528,0.6032,0.62578,0.35395,0.78396,1.43393,1.84973,0.86871,0,0.000294239,0.000294239,0.000294239
66,5746.62,0.58424,1.06075,0.4221,0.8968,0,0.70132,0.6347,0.62557,0.3786,0.69098,0.62797,0.62765,0.34451,0.76515,1.42717,2.48236,0.85238,0,0.000280275,0.000280275,0.000280275
67,5833.54,0.57845,1.05813,0.42315,0.88595,0,0.65214,0.66137,0.64036,0.37756,0.68919,0.59739,0.6131,0.34233,0.77496,1.41521,1.9465,0.85702,0,0.000266532,0.000266532,0.000266532
68,5920.59,0.56104,1.05521,0.41166,0.8796,0,0.68074,0.66957,0.63499,0.37868,0.66612,0.64889,0.61584,0.34739,0.76738,1.3855,2.09818,0.84823,0,0.000253024,0.000253024,0.000253024
69,6007.89,0.55592,1.03642,0.40743,0.88484,0,0.69815,0.65015,0.63969,0.3927,0.71811,0.63213,0.62837,0.35342,0.76459,1.42039,2.09539,0.85425,0,0.000239766,0.000239766,0.000239766
70,6094.95,0.55356,1.03067,0.40662,0.88292,0,0.74408,0.62572,0.65262,0.39275,0.71586,0.61712,0.62742,0.35447,0.76988,1.44965,2.09882,0.87425,0,0.000226769,0.000226769,0.000226769
71,6182.39,0.54418,1.01024,0.3956,0.87786,0,0.71204,0.63894,0.65516,0.38505,0.69141,0.65542,0.63867,0.35065,0.76994,1.39065,1.98367,0.85271,0,0.000214046,0.000214046,0.000214046
72,6269.89,0.53446,1.01017,0.39467,0.87543,0,0.75903,0.60694,0.6582,0.38123,0.66205,0.66703,0.63106,0.34338,0.76549,1.43629,1.61122,0.85797,0,0.000201611,0.000201611,0.000201611
73,6358.62,0.53171,1.00287,0.3896,0.87105,0,0.74178,0.65075,0.64962,0.38731,0.71914,0.63508,0.63037,0.35147,0.77382,1.44243,1.78148,0.86953,0,0.000189475,0.000189475,0.000189475
74,6446.68,0.5291,1.00429,0.3895,0.87583,0,0.72809,0.62053,0.64153,0.38605,0.70806,0.61764,0.62894,0.35512,0.76023,1.46664,1.89448,0.84829,0,0.000177651,0.000177651,0.000177651
75,6533.8,0.51659,0.98237,0.38098,0.86889,0,0.72906,0.63757,0.63659,0.38675,0.71563,0.63303,0.62901,0.35143,0.75391,1.47737,2.33719,0.83352,0,0.000166149,0.000166149,0.000166149
76,6620.63,0.50623,0.97616,0.37946,0.86248,0,0.75202,0.63292,0.65198,0.38795,0.72284,0.61532,0.62498,0.35036,0.76293,1.46145,2.07559,0.84689,0,0.000154982,0.000154982,0.000154982
77,6707.22,0.49761,0.96693,0.37436,0.86448,0,0.73652,0.63026,0.64359,0.38503,0.71423,0.61237,0.6126,0.34665,0.75958,1.48937,2.01677,0.85167,0,0.000144161,0.000144161,0.000144161
