epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
39,9587.19,0.63713,1.04401,0.42247,0.92586,0,0.75204,0.65646,0.66341,0.39825,0.71577,0.63055,0.62723,0.34051,1.66367,2.76895,1.49107,1.80394,0,0.000425667,0.000425667,0.000425667
40,9831.03,0.63745,1.0317,0.42322,0.92561,0,0.74137,0.63552,0.6551,0.39705,0.71003,0.62008,0.62059,0.34373,1.67658,2.85905,1.52352,1.7877,0,0.000421925,0.000421925,0.000421925
41,10074.9,0.63596,1.02805,0.42044,0.92252,0,0.74388,0.64135,0.65466,0.39842,0.69738,0.6292,0.62338,0.3453,1.66927,2.88766,1.49092,1.78675,0,0.00041811,0.00041811,0.00041811
42,10318.9,0.62893,1.02043,0.41339,0.92157,0,0.74638,0.65815,0.66724,0.40233,0.70838,0.62858,0.62402,0.35296,1.64834,2.78699,1.5014,1.77026,0,0.000414222,0.000414222,0.000414222
43,10562.8,0.62756,1.01665,0.41469,0.92241,0,0.77539,0.6283,0.65616,0.3973,0.74258,0.6087,0.62159,0.34331,1.67287,2.82173,1.49961,1.8048,0,0.000410262,0.000410262,0.000410262
44,10806.8,0.62642,1.01641,0.4117,0.9222,0,0.76105,0.62873,0.64911,0.39882,0.71112,0.61672,0.61445,0.34096,1.6492,2.84904,1.48686,1.77376,0,0.000406234,0.000406234,0.000406234
45,11050.2,0.6188,1.00078,0.41067,0.91475,0,0.76743,0.63249,0.6665,0.40413,0.73056,0.61344,0.62328,0.34472,1.64925,2.82557,1.49923,1.78043,0,0.000402138,0.000402138,0.000402138
46,11294.4,0.61967,1.00293,0.40822,0.91327,0,0.72833,0.66105,0.66118,0.39662,0.69555,0.62895,0.62334,0.33942,1.63896,2.83372,1.49203,1.77572,0,0.000397977,0.000397977,0.000397977
47,11538.4,0.61416,0.996,0.40477,0.91575,0,0.74527,0.66017,0.66972,0.40509,0.73069,0.62409,0.63091,0.35176,1.64054,2.82553,1.50111,1.77662,0,0.000393752,0.000393752,0.000393752
48,11782.3,0.61124,0.99889,0.40736,0.91153,0,0.74136,0.651,0.6631,0.39959,0.74634,0.60599,0.62503,0.34747,1.62801,2.8143,1.52863,1.7589,0,0.000389464,0.000389464,0.000389464
49,12026.1,0.60824,0.99479,0.40204,0.91197,0,0.72538,0.67057,0.66631,0.40403,0.70139,0.64338,0.63044,0.35214,1.63438,2.84154,1.48799,1.7856,0,0.000385117,0.000385117,0.000385117
50,12270.2,0.60822,0.97453,0.40721,0.91637,0,0.70211,0.68246,0.66225,0.40886,0.71629,0.61817,0.62578,0.35139,1.61491,2.84978,1.51678,1.74863,0,0.000380712,0.000380712,0.000380712
51,12514.2,0.60237,0.97823,0.40099,0.913,0,0.72516,0.66692,0.65764,0.40595,0.72658,0.63867,0.63196,0.35471,1.62346,2.82497,1.52583,1.75259,0,0.00037625,0.00037625,0.00037625
52,12758.3,0.59857,0.98118,0.3985,0.91034,0,0.72829,0.67184,0.66971,0.40923,0.7007,0.64861,0.63167,0.35215,1.63063,2.83581,1.51829,1.77138,0,0.000371734,0.000371734,0.000371734
53,13002,0.59707,0.97687,0.39782,0.90701,0,0.75591,0.66925,0.6842,0.41478,0.72523,0.6406,0.64042,0.35389,1.64749,2.82586,1.47715,1.78945,0,0.000367166,0.000367166,0.000367166
54,13245.8,0.58809,0.97062,0.39527,0.90604,0,0.76764,0.65598,0.67726,0.41076,0.72893,0.62827,0.63364,0.35112,1.63954,2.86997,1.47847,1.79933,0,0.000362547,0.000362547,0.000362547
55,13489.7,0.59406,0.97383,0.39242,0.90821,0,0.78459,0.6429,0.67778,0.41476,0.75254,0.61546,0.63646,0.35338,1.64679,2.82465,1.48903,1.8015,0,0.00035788,0.00035788,0.00035788
56,13733.4,0.58901,0.96216,0.38583,0.90033,0,0.76288,0.64237,0.66486,0.40551,0.73587,0.62096,0.63082,0.35119,1.63697,2.85188,1.47396,1.78688,0,0.000353167,0.000353167,0.000353167
57,13977.6,0.58025,0.95559,0.38537,0.8985,0,0.75694,0.65236,0.67331,0.41113,0.75402,0.61297,0.62439,0.35247,1.62809,2.88441,1.51634,1.77589,0,0.00034841,0.00034841,0.00034841
58,14221.5,0.57473,0.9539,0.38473,0.89668,0,0.7069,0.68868,0.67271,0.40819,0.73896,0.61388,0.62593,0.35211,1.63293,2.85828,1.49946,1.77853,0,0.000343611,0.000343611,0.000343611
59,14465.4,0.57507,0.95939,0.38148,0.89967,0,0.70723,0.67678,0.66939,0.40604,0.72982,0.61633,0.62804,0.35216,1.63249,2.83849,1.48333,1.77204,0,0.000338772,0.000338772,0.000338772
60,14709.3,0.57652,0.95905,0.38509,0.89516,0,0.7565,0.64329,0.6662,0.40922,0.72715,0.61845,0.62556,0.35082,1.62713,2.84364,1.48604,1.76914,0,0.000333894,0.000333894,0.000333894
61,14953.1,0.57754,0.95114,0.37897,0.8944,0,0.72657,0.67114,0.67244,0.41436,0.7443,0.62162,0.63313,0.35071,1.6179,2.85723,1.46118,1.76733,0,0.000328982,0.000328982,0.000328982
62,15197,0.56429,0.93114,0.37576,0.89315,0,0.76934,0.65554,0.67792,0.41744,0.73654,0.62742,0.63723,0.35583,1.62262,2.8853,1.47382,1.77302,0,0.000324035,0.000324035,0.000324035
63,15441.3,0.56643,0.93428,0.37584,0.89348,0,0.7621,0.65488,0.68267,0.41927,0.73736,0.63547,0.64495,0.36017,1.63356,2.90657,1.47393,1.77577,0,0.000319058,0.000319058,0.000319058
64,15685.4,0.5613,0.93391,0.37247,0.89587,0,0.75339,0.6576,0.6794,0.4194,0.76389,0.61833,0.64334,0.36164,1.62741,2.90446,1.4538,1.77074,0,0.000314051,0.000314051,0.000314051
65,15929.3,0.56007,0.92771,0.37331,0.88898,0,0.74787,0.66193,0.68172,0.41724,0.76446,0.62202,0.64258,0.35805,1.63944,2.9121,1.47498,1.78607,0,0.000309017,0.000309017,0.000309017
66,16173.4,0.55568,0.92476,0.37078,0.88997,0,0.7709,0.64642,0.68092,0.41762,0.75565,0.62537,0.64373,0.3565,1.63547,2.89031,1.49873,1.7798,0,0.000303958,0.000303958,0.000303958
67,16417.4,0.55409,0.9182,0.36843,0.88806,0,0.76092,0.65705,0.67873,0.41572,0.74024,0.63597,0.64185,0.35631,1.63032,2.87528,1.49203,1.78188,0,0.000298877,0.000298877,0.000298877
68,16662.4,0.55618,0.93232,0.36983,0.89083,0,0.77478,0.63997,0.67423,0.41006,0.74703,0.62223,0.6392,0.3515,1.62539,2.89599,1.50342,1.77501,0,0.000293775,0.000293775,0.000293775
69,16906.6,0.54493,0.91058,0.36088,0.88599,0,0.74567,0.65763,0.67516,0.41407,0.7249,0.63445,0.64494,0.35573,1.63022,2.91877,1.49809,1.7821,0,0.000288656,0.000288656,0.000288656
70,17150.6,0.54742,0.91501,0.36473,0.88625,0,0.77303,0.64011,0.67084,0.41475,0.74875,0.62593,0.63789,0.35423,1.62559,2.93235,1.4968,1.78019,0,0.00028352,0.00028352,0.00028352
71,17394.6,0.54616,0.9174,0.36125,0.88906,0,0.71728,0.6795,0.67212,0.41474,0.74649,0.62434,0.63617,0.35647,1.63063,2.94942,1.48471,1.79282,0,0.000278371,0.000278371,0.000278371
72,17638.5,0.5433,0.91351,0.35953,0.88419,0,0.75892,0.6481,0.6751,0.41625,0.73708,0.62743,0.63644,0.35608,1.63145,2.96278,1.47013,1.79735,0,0.00027321,0.00027321,0.00027321
73,17882.6,0.53431,0.89708,0.35685,0.8789,0,0.74544,0.64596,0.66952,0.41514,0.73345,0.62072,0.62796,0.35183,1.62722,2.97876,1.45692,1.79695,0,0.000268041,0.000268041,0.000268041
74,18126.7,0.53245,0.89777,0.35624,0.88002,0,0.75272,0.64941,0.67432,0.41641,0.73962,0.61999,0.63275,0.3549,1.62182,2.97771,1.45408,1.79345,0,0.000262864,0.000262864,0.000262864
75,18370.7,0.53666,0.89175,0.35671,0.88034,0,0.73623,0.6714,0.68034,0.4189,0.74774,0.62466,0.64256,0.35889,1.62262,3.00155,1.46541,1.79667,0,0.000257683,0.000257683,0.000257683
76,18615.4,0.53654,0.8954,0.35931,0.88467,0,0.72189,0.67504,0.67619,0.41346,0.72885,0.62754,0.63364,0.35494,1.62785,2.99558,1.49171,1.80759,0,0.0002525,0.0002525,0.0002525
77,18859.2,0.5236,0.88759,0.34946,0.87866,0,0.76549,0.65275,0.67577,0.41419,0.73357,0.63094,0.63458,0.35521,1.62572,2.99435,1.4993,1.80579,0,0.000247317,0.000247317,0.000247317
78,19103.3,0.52762,0.89042,0.35203,0.87622,0,0.72377,0.6818,0.67574,0.41374,0.74285,0.62895,0.63689,0.35495,1.62293,2.98616,1.49094,1.80453,0,0.000242136,0.000242136,0.000242136
79,19347,0.51969,0.87923,0.35003,0.87471,0,0.74011,0.67017,0.67697,0.41414,0.73213,0.63861,0.63753,0.357,1.62869,2.99812,1.49356,1.80851,0,0.000236959,0.000236959,0.000236959
80,19590.9,0.52132,0.88055,0.34802,0.87647,0,0.72457,0.69041,0.68006,0.41624,0.74266,0.63476,0.63748,0.3583,1.62501,2.99881,1.48854,1.80439,0,0.00023179,0.00023179,0.00023179
81,19834.7,0.51544,0.87829,0.34734,0.87324,0,0.76391,0.6603,0.67858,0.41626,0.7422,0.64009,0.64303,0.35795,1.62492,3.00168,1.49604,1.80167,0,0.000226629,0.000226629,0.000226629
82,20078.6,0.51599,0.87223,0.34544,0.86973,0,0.75579,0.66989,0.67482,0.41349,0.73211,0.64505,0.63829,0.35583,1.62431,3.00138,1.49975,1.80276,0,0.00022148,0.00022148,0.00022148
83,20322.8,0.51718,0.87021,0.34496,0.87362,0,0.73921,0.67018,0.67205,0.41111,0.72914,0.63485,0.63173,0.35376,1.62036,3.00418,1.50353,1.80205,0,0.000216344,0.000216344,0.000216344
84,20566.7,0.50909,0.86959,0.34327,0.8707,0,0.76092,0.66056,0.67601,0.41497,0.73614,0.62973,0.63154,0.35489,1.61886,3.01041,1.50442,1.80117,0,0.000211225,0.000211225,0.000211225
85,20810.5,0.51036,0.87376,0.34165,0.87182,0,0.75656,0.66133,0.67648,0.41626,0.74259,0.62777,0.63365,0.35542,1.61821,3.00925,1.50645,1.80118,0,0.000206123,0.000206123,0.000206123
86,21054.4,0.50486,0.86245,0.33947,0.87029,0,0.76387,0.6579,0.67738,0.41616,0.73965,0.62884,0.63557,0.3548,1.61794,3.02063,1.49991,1.80474,0,0.000201042,0.000201042,0.000201042
87,21298.2,0.50048,0.86031,0.33601,0.86898,0,0.765,0.65774,0.67662,0.4152,0.73241,0.6359,0.63851,0.35479,1.61512,3.02504,1.49082,1.8042,0,0.000195983,0.000195983,0.000195983
88,21542.4,0.49417,0.84793,0.33556,0.86206,0,0.76613,0.65288,0.67476,0.41412,0.73433,0.62929,0.63617,0.35397,1.61291,3.03502,1.48504,1.80215,0,0.000190949,0.000190949,0.000190949
89,21786.4,0.49965,0.84731,0.33713,0.86799,0,0.7716,0.65527,0.6761,0.41524,0.74469,0.62912,0.63696,0.3541,1.61083,3.03962,1.48798,1.79989,0,0.000185942,0.000185942,0.000185942
90,22030.9,0.49235,0.84973,0.33241,0.86339,0,0.76453,0.66121,0.67685,0.4157,0.74813,0.63268,0.6389,0.35447,1.60934,3.04062,1.48878,1.79906,0,0.000180965,0.000180965,0.000180965
91,22275,0.4884,0.84621,0.32991,0.86469,0,0.77092,0.66042,0.67606,0.41497,0.73991,0.63692,0.63753,0.35332,1.61004,3.0438,1.49422,1.80057,0,0.000176018,0.000176018,0.000176018
92,22518.1,0.48723,0.84325,0.32966,0.8642,0,0.76675,0.66001,0.67512,0.41362,0.73686,0.63894,0.63655,0.35421,1.61076,3.04733,1.4974,1.80241,0,0.000171106,0.000171106,0.000171106
93,22762.4,0.48583,0.83788,0.32759,0.86256,0,0.75756,0.66571,0.67437,0.41434,0.73408,0.64162,0.63369,0.35238,1.61307,3.05542,1.49846,1.80625,0,0.000166228,0.000166228,0.000166228
94,23006.3,0.48302,0.84051,0.32987,0.86276,0,0.74794,0.67012,0.67347,0.41374,0.72743,0.64838,0.63475,0.35351,1.61166,3.05659,1.5026,1.80508,0,0.000161389,0.000161389,0.000161389
